BrandID,PhotoID,PostURL,PhotoURL,PostDate,PostTime,DownloadDate,Type,Like,LikeAlbum,Comments,Comments_album,NumHashtags,Content,ContentWithoutLink,,1SNS,2brand,3model,31number,32face,33body,34modelposition,4background,5text,51words,52,53textposition,54promotingmessa,6brandname,61brandexpose,62,63brandposition,64brandvisib,65partofprod,66whproduct,7logo,71logoexposure,72,73logoposition,74logotype,75logovisib,76logopartofprod,8product,81productexpose,82,83productposition,9,10angle,11,12hashtag,12_1number,12_2_1content,12_2_2,12_2_3,12_2_4,12_2_5,12_2_6,13text,ContentWithoutLink2,13_2promo,13_3link
6,32,https://www.facebook.com/converse/posts/10155471538039580,https://scontent-icn1-1.xx.fbcdn.net/v/t1.0-9/24232653_10155471535519580_5488066790511020010_n.jpg?_nc_cat=0&oh=f497581dccacd0832796c134d809f784&oe=5BBA6A35,2017-11-30,3:09:00,2018-05-26,photo,49,149,3,6,0,“Your Silence Gets You Nothing” by Converse x Slam Jam x Cali Thornhill DeWitt. Available globally 12/5 from select retailers and on Converse.com.,“Your Silence Gets You Nothing” by Converse x Slam Jam x Cali Thornhill DeWitt. Available globally 12/5 from select retailers and on ,,1,6,2,,,,,1,2,,,,,1,1,,"2,3",2,1,6,1,1,,"2,3,5,6",3,2,1,1,2,,"1,2,3,4,5,6,7,8,9",,3,,2,,,,,,,,1,“Your Silence Gets You Nothing” by Converse x Slam Jam x Cali Thornhill DeWitt. Available globally 12/5 from select retailers and on ,1,1
6,33,https://www.facebook.com/converse/videos/10155444849699580/,https://www.facebook.com/converse/videos/10155444849699580/,2017-11-19,1:22:00,2018-05-26,video,715,,19,,0,There's a Chuck for every Taylor Hill. Find yours at Converse.com.,There's a Chuck for every Taylor Hill. Find yours at ,,1,6,1,1,1,1,"1,2,3,4,5,6,7,8,9",1,2,,,,,2,,,,,,,1,1,,8,1,1,1,1,1,,"2,3,4,5,6,7,8,9",,3,,2,,,,,,,,1,There's a Chuck for every Taylor Hill. Find yours at ,1,1
6,34,https://www.facebook.com/converse/photos/a.338121134579.151554.23402039579/10155437886009580/?type=3&theater,https://scontent-icn1-1.xx.fbcdn.net/v/t1.0-9/23517437_10155437886009580_2380038819702260342_n.jpg?_nc_cat=0&oh=5e2fc253c622cf72d7438a539b683ea2&oe=5BC19282,2017-11-16,4:15:00,2018-05-26,photo,1200,,59,,0,The ones you can always count on. Shop now athttp://bit.ly/CAcotw,The ones you can always count on. Shop now at,,1,6,1,1,2,2,"1,2,3,4,5,6,7,8,9",1,2,,,,,1,1,,5,1,1,6,1,1,,8,3,1,1,1,1,,"1,2,3,4,5,6,7,8,9",,3,,2,,,,,,,,1,The ones you can always count on. Shop now at,1,1
6,35,https://www.facebook.com/converse/videos/10155425128919580/,https://www.facebook.com/converse/videos/10155425128919580/,2017-11-10,11:33:00,2018-05-26,video,557,,17,,0,"From Sabrina Carpenter, to Taylor Hill, to Cole Sprouse, whatever your style, however you feel, there's a Chuck for every you.","From Sabrina Carpenter, to Taylor Hill, to Cole Sprouse, whatever your style, however you feel, there's a Chuck for every you.",,1,6,1,1,2,2,"1,2,3,4,5,6,7,8,9",1,2,,,,,1,1,,7,1,1,6,1,1,,"6,7",3,1,1,1,2,,"1,2,3,4,5,6,7,8,9",,3,,2,,,,,,,,1,"From Sabrina Carpenter, to Taylor Hill, to Cole Sprouse, whatever your style, however you feel, there's a Chuck for every you.",2,2
6,36,https://www.facebook.com/converse/photos/a.10150654144094580.401180.23402039579/10155425108414580/?type=3&theater,https://scontent-icn1-1.xx.fbcdn.net/v/t1.0-9/23376470_10155425108414580_2081860756936859185_n.jpg?_nc_cat=0&oh=124157bea1ad1e1d814bad33db58d71e&oe=5BBEF15C,2017-11-10,23:31:00,2018-05-26,photo,566,,13,,0,Forever Chuck. For every you,Forever Chuck. For every you,,1,6,1,3,1,1,"2,4,5,6,7,8,9",1,2,,,,,2,,,,,,,2,,,,,,,1,1,,"2,4,5,6,7,8,9",,3,,2,,,,,,,,1,Forever Chuck. For every you,2,2
6,37,https://www.facebook.com/converse/posts/10155406456139580,https://scontent-icn1-1.xx.fbcdn.net/v/t1.0-9/23130473_10155406266864580_2062799214005672448_n.jpg?_nc_cat=0&oh=dc52d66997f9731990101d3b3981ebbe&oe=5B8405AC,2017-11-02,22:00:00,2018-05-26,photo,67,131,3,5,0,"Well that was quick. Converse Golf le Fleur*, sold out on Converse.com, available at select retailers.","Well that was quick. Converse Golf le Fleur*, sold out on Converse.com, available at select retailers.",,1,6,1,1,2,2,"2,5,8,9",1,2,,,,,2,,,,,,,2,,,,,,,1,1,,"2,5,8,9",,3,,2,,,,,,,,1,"Well that was quick. Converse Golf le Fleur*, sold out on , available at select retailers.",1,2
6,38,https://www.facebook.com/converse/posts/10155404203074580,https://scontent-icn1-1.xx.fbcdn.net/v/t1.0-9/22886325_10155404201804580_1275886773869127745_n.jpg?_nc_cat=0&oh=9f933c0c487a8b296c96396893c872e7&oe=5B88C7FE,2017-11-01,23:05:00,2018-05-26,photo,20,68,1,2,0,Tyler the Creator x Converse = Golf le Fleur*. 11.2. Tomorrow,Tyler the Creator x Converse = Golf le Fleur*. 11.2. Tomorrow,,1,6,1,1,2,2,"1,4,5,6,7,8",1,2,,,,,2,,,,,,,2,,,,,,,1,1,,"1,4,5,6,7,8",,4,,2,,,,,,,,1,Tyler the Creator x Converse = Golf le Fleur*. 11.2. Tomorrow,2,2
6,39,https://www.facebook.com/converse/photos/a.338121134579.151554.23402039579/10155303576274580/?type=3&theater,https://scontent-icn1-1.xx.fbcdn.net/v/t1.0-9/21617864_10155303576274580_4996710849285593928_n.jpg?_nc_cat=0&oh=fc5bf406d8c592378b61d03ae9b7c1ea&oe=5B820669,2017-09-22,1:53:00,2018-05-26,photo,9100,,300,,1,"Pool floaties, pie contests, and pole dancing. You gotta watch Miley Cyrus hang out with Aminé, Buddy, & Ann Makosinski today at 6PM only on Twitter. #ConversePublicAccess","Pool floaties, pie contests, and pole dancing. You gotta watch Miley Cyrus hang out with Aminé, Buddy, & Ann Makosinski today at 6PM only on Twitter. #ConversePublicAccess",,1,6,1,1,1,2,"2,4,5,6,8",3,2,,,,,2,,,,,,,2,,,,,,,1,1,,"5,7",,2,,2,,,,,,,,1,"Pool floaties, pie contests, and pole dancing. You gotta watch Miley Cyrus hang out with Aminé, Buddy, & Ann Makosinski today at 6PM only on Twitter. #ConversePublicAccess",2,2
6,40,https://www.facebook.com/converse/videos/10155288059144580/,https://scontent-icn1-1.xx.fbcdn.net/v/t15.0-10/p480x480/21771409_10155288060649580_7936183824440885248_n.jpg?_nc_cat=0&oh=e5dfbecb80b1b32ec37879e183639cc2&oe=5B85CF47,2017-09-16,2:01:00,2018-05-26,photo,194,,2,,0,Maisie Williams is one with the fruit. Catch the full #ConversePublicAccessepisode now: youtu.be/KyjsYmUGkHE,Maisie Williams is one with the fruit. Catch the full #ConversePublicAccessepisode now: ,,1,6,1,1,1,1,"2,3,5,6,8,9",1,1,2,,8,2,2,,,,,,,2,,,,,,,1,1,,"2,3,5,6,8,9",,3,,1,1,1,0,0,0,0,1,1,Maisie Williams is one with the fruit. Catch the full #ConversePublicAccessepisode now: ,2,1
6,41,https://www.facebook.com/teenvogueitgirls/videos/vb.92610863398/10155698126553399/?type=2&theater,https://www.facebook.com/teenvogueitgirls/videos/vb.92610863398/10155698126553399/?type=2&theater,2017-09-15,7:07:00,2018-05-26,video,16,,1,,4,#TBT to last week when we customized Chucks with our fav Millie Bobby Brown! #foreverchuck#converse http://tnvge.co/3iz1O6F #ad,#TBT to last week when we customized Chucks with our fav Millie Bobby Brown! #foreverchuck#converse  #ad,,1,6,2,,,,,2,1,2,,"2,5",2,1,1,,2,1,2,,1,1,,2,3,1,2,1,1,,"7,9",,3,,1,4,1,1,0,0,0,2,1,#TBT to last week when we customized Chucks with our fav Millie Bobby Brown! #foreverchuck#converse  #ad,2,1
6,42,https://www.facebook.com/converse/videos/10155269034174580/,https://www.facebook.com/converse/videos/10155269034174580/,2017-09-08,23:08:00,2018-05-26,video,1000,,33,,1,Did you miss Maisie Williams put Amandla Stenberg in the hot seat? #ConversePublicAccess,Did you miss Maisie Williams put Amandla Stenberg in the hot seat? #ConversePublicAccess,,1,6,1,2,1,1,"1,2,3,4,5,6,7,8,9",2,2,,,,,2,,,,,,,2,,,,,,,1,1,,"1,2,3,4,5,6,7,8,9",,3,,1,1,1,0,0,0,0,1,1,Did you miss Maisie Williams put Amandla Stenberg in the hot seat? #ConversePublicAccess,2,2
6,43,https://www.facebook.com/converse/videos/10155268204794580/,https://www.facebook.com/converse/videos/10155268204794580/,2017-09-08,2:41:00,2018-05-26,video,274,,12,,1,"You haven't lived until you've seen Maisie William, Syd, & Dining with Flynn smash cucumbers. #ConversePublicAccess","You haven't lived until you've seen Maisie William, Syd, & Dining with Flynn smash cucumbers. #ConversePublicAccess",,1,6,1,3,1,1,"1,2,3,4,5,6,7,8,9",2,2,,,,,2,,,,,,,2,,,,,,,1,1,,"1,2,3,4,5,6,7,8,9",,3,,1,1,1,0,0,0,0,1,1,"You haven't lived until you've seen Maisie William, Syd, & Dining with Flynn smash cucumbers. #ConversePublicAccess",2,2
6,44,https://www.facebook.com/converse/videos/10155265938499580/,https://www.facebook.com/converse/videos/10155265938499580/,2017-09-07,3:49:00,2018-05-26,video,419,,12,,1,Did you miss Maisie Williams and Millie Bobby Brown share what it's like to be total badasses? #ConversePublicAccess,Did you miss Maisie Williams and Millie Bobby Brown share what it's like to be total badasses? #ConversePublicAccess,,1,6,2,,,,,1,1,2,,"2,4",2,2,,,,,,,1,1,,"5,8",1,1,2,2,,,,,3,,1,1,1,0,0,0,0,1,1,Did you miss Maisie Williams and Millie Bobby Brown share what it's like to be total badasses? #ConversePublicAccess,2,2
6,45,https://www.facebook.com/converse/photos/a.338121134579.151554.23402039579/10155263277184580/?type=3&theater,https://scontent-icn1-1.xx.fbcdn.net/v/t1.0-9/21371148_10155263277184580_1848649344323025661_n.jpg?_nc_cat=0&oh=228a0e6f845623f7698b2854c39b79eb&oe=5B81A575,2017-09-06,1:58:00,2018-05-26,photo,656,,27,,1,Head to Converse on Twitter today at 6pm to check out Maisie Williams and all her friends have an absolute blast on #ConversePublicAccess,Head to Converse on Twitter today at 6pm to check out Maisie Williams and all her friends have an absolute blast on #ConversePublicAccess,,1,6,1,1,1,1,"2,4,5,7,8",2,2,,,,,2,,,,,,,1,1,,8,1,1,1,1,1,,"4,5,6,7,8,9",,3,,1,1,1,0,0,0,0,1,1,Head to Converse on Twitter today at 6pm to check out Maisie Williams and all her friends have an absolute blast on #ConversePublicAccess,2,2
6,46,https://www.facebook.com/converse/posts/10155253520134580,https://scontent-icn1-1.xx.fbcdn.net/v/t1.0-9/21192218_10155253508604580_8109711222891866201_n.jpg?_nc_cat=0&oh=c8d80ad879a5f43ce1b0f3173ae8e904&oe=5B82D0E7,2017-09-03,23:07:00,2018-05-26,photo,456,619,35,45,1,"Maisie Williams, her friends Millie Bobby Brown, Syd, Amandla Stenbergand you. Tune in Tuesday 9/5 to check out all the action. #ConversePublicAccess","Maisie Williams, her friends Millie Bobby Brown, Syd, Amandla Stenbergand you. Tune in Tuesday 9/5 to check out all the action. #ConversePublicAccess",,1,6,1,2,1,1,"2,3,5,6,7,8,9",3,2,,,,,2,,,,,,,1,1,,"7,8",1,1,1,1,1,,"2,3,5,6,7,8,9",,3,,1,1,1,0,0,0,0,1,1,"Maisie Williams, her friends Millie Bobby Brown, Syd, Amandla Stenbergand you. Tune in Tuesday 9/5 to check out all the action. #ConversePublicAccess",2,2
6,47,https://www.facebook.com/converse/posts/10155193695374580,https://external-icn1-1.xx.fbcdn.net/safe_image.php?d=AQBo4A0Uepbsde-X&w=476&h=249&url=https%3A%2F%2Fvideo-images.vice.com%2Farticles%2F598c7757f1f7ee053fd1d402%2Flede%2F1502377815877-nb_sneakers_clean.jpeg%3Fcrop%3D1xw%253A1xh%253Bcenter%252Ccenter%26resize%3D1200%253A%252A&cfs=1&upscale=1&fallback=news_d_placeholder_publisher&sx=0&sy=16&sw=1200&sh=628&_nc_hash=AQA-mUipfnkx6i81,2017-08-11,4:00:00,2018-05-26,photo,321,,15,,0,We can't wait to see this tonight!!!,We can't wait to see this tonight!!!,,1,6,1,2,1,2,"2,3,4,5,6,7,8,9",2,2,,,,,2,,,,,,,1,1,,8,1,2,1,1,1,,"2,3,4,5,6,7,8,9",,4,,2,,,,,,,,1,We can't wait to see this tonight!!!,2,2
6,48,https://www.facebook.com/converse/posts/10155186762659580,https://scontent-icn1-1.xx.fbcdn.net/v/t1.0-9/20638300_10155186761449580_1226340790629505974_n.jpg?_nc_cat=0&oh=7d81ec10bab58a8e970b00eebd81e4da&oe=5B8852FE,2017-08-09,1:00:00,2018-05-26,photo,82,265,6,44,0,The KITH x Coca-Cola x Converse Chuck Taylor All Star '70 in its custom packaging. Each pair comes with an exclusive red Kith x Coca-Cola bottle. Releasing at Kith shops and Kith.com at 11AM EST this Friday.,The KITH x Coca-Cola x Converse Chuck Taylor All Star '70 in its custom packaging. Each pair comes with an exclusive red Kith x Coca-Cola bottle. Releasing at Kith shops and Kith.com at 11AM EST this Friday.,,1,6,1,1,2,2,"2,3,4,5,6,7,8,9",1,2,,,,,1,1,,9,1,1,6,1,2,,9,3,1,1,1,2,,"2,3,4,5,6,7,8,9",,3,,2,,,,,,,,1,The KITH x Coca-Cola x Converse Chuck Taylor All Star '70 in its custom packaging. Each pair comes with an exclusive red Kith x Coca-Cola bottle. Releasing at Kith shops and Kith.com at 11AM EST this Friday.,1,2
6,49,https://www.facebook.com/converse/posts/10155093371129580,https://www.youtube.com/watch?v=CmZCF4XV9rM,2017-07-11,3:00:00,2018-05-26,video,515,,28,,0,"Many, many One Stars were harmed in the making of this movie. (Hi Tyler the Creator, Love Converse).","Many, many One Stars were harmed in the making of this movie. (Hi Tyler the Creator, Love Converse).",,1,6,1,1,1,2,"1,2,4,5,7,8",2,2,,,,,2,,,,,,,2,,,,,,,1,1,,"1,2,4,5,7,8",,3,,2,,,,,,,,1,"Many, many One Stars were harmed in the making of this movie. (Hi Tyler the Creator, Love Converse).",2,2
6,50,https://www.facebook.com/converse/photos/a.440942594579.235913.23402039579/10155013153539580/?type=3&theater,https://scontent-icn1-1.xx.fbcdn.net/v/t1.0-9/19146067_10155013153539580_7254630421331916185_n.jpg?_nc_cat=0&oh=0be888b8aaf19f30553722ea8fef6e92&oe=5B921054,2017-06-17,3:07:00,2018-05-26,photo,3500,,60,,0,,,,1,6,2,,,,,1,2,,,,,2,,,,,,,1,1,,"2,3,4,5,6,8,9",1,2,2,2,,,,,3,,2,,,,,,,,2,,,
6,51,https://www.facebook.com/converse/posts/10155001772964580,https://scontent-icn1-1.xx.fbcdn.net/v/t1.0-9/19059584_10155503666702147_7757630968252965175_n.jpg?_nc_cat=0&oh=c05999fe07ea8e8e53f1c8d737fb531e&oe=5BBD05B5,2017-06-12,11:53:00,2018-05-26,photo,1800,6685,99,342,0,,,,1,6,1,1,1,2,"1,2,4,5,6,7,8",2,2,,,,,2,,,,,,,2,,,,,,,1,2,,"1,2,4,5,6,7,8",,4,,2,,,,,,,,2,,,
6,52,https://www.facebook.com/converse/posts/10154876655654580,https://www.facebook.com/vincestaples/videos/vb.1490116171213474/2242207142671036/?type=2&theater,2017-05-03,5:46:00,2018-05-26,video,347,,13,,0,CONVERSE Chuck Taylor x Nike Flyknit Collection,CONVERSE Chuck Taylor x Nike Flyknit Collection,,1,6,1,1,1,1,"1,2,4,5,7,8",3,2,,,,,2,,,,,,,2,,,,,,,1,1,,"1,2,4,5,7,8",,4,,2,,,,,,,,1,CONVERSE Chuck Taylor x Nike Flyknit Collection,2,2
6,53,https://www.facebook.com/converse/videos/10154856043954580/,https://www.facebook.com/converse/videos/10154856043954580/,2017-04-26,22:58:00,2018-05-26,video,542,,30,,1,"YOUTH, now and forever. #ForeverChuck","YOUTH, now and forever. #ForeverChuck",,1,6,1,1,1,1,"5,8",2,2,,,,,2,,,,,,,2,,,,,,,1,1,,"5,8",,3,,1,1,0,1,0,0,0,0,1,"YOUTH, now and forever. #ForeverChuck",2,2
6,54,https://www.facebook.com/converse/videos/10154372419954580/,https://www.facebook.com/converse/videos/10154372419954580/,2016-11-24,23:09:00,2018-05-26,video,1700,,96,,0,Cooler than cool since ‘76. Check out the Converse Pro Leather Vintage Suede Collection only at Foot Locker and converse.com.,Cooler than cool since ‘76. Check out the Converse Pro Leather Vintage Suede Collection only at Foot Locker and ,,1,6,2,,,,,1,1,2,,"1,2,3,4,5,6,7,8,9",2,2,,,,,,,2,,,,,,,2,,,,,3,,2,,,,,,,,1,Cooler than cool since ‘76. Check out the Converse Pro Leather Vintage Suede Collection only at Foot Locker and ,1,1
6,55,https://www.facebook.com/converse/posts/10154210826609580,https://scontent-icn1-1.xx.fbcdn.net/v/t39.2147-6/c11.0.476.249/p476x249/14497256_10154574715154187_6352293271150002176_n.jpg?_nc_cat=0&oh=09c05685218f23001b3a5492769f337a&oe=5BB6F7D3,2016-09-30,2:45:00,2018-05-26,photo,900,,78,,0,,,,1,6,1,3,1,2,"1,2,3,4,5,6,7,8,9",3,2,,,,,2,,,,,,,2,,,,,,,1,1,,"1,2,3,4,5,6,7,8,9",,3,,2,,,,,,,,2,,,
6,56,https://www.facebook.com/converse/photos/a.338121134579.151554.23402039579/10154095383224580/?type=3&theater,https://scontent-icn1-1.xx.fbcdn.net/v/t1.0-9/14022303_10154095383224580_6162521414375449470_n.jpg?_nc_cat=0&oh=e9d42e9c6f13cd8a01719ab0b2ae7fc2&oe=5BC12D5E,2016-08-20,2:00:00,2018-05-26,photo,10000,,344,,0,"West 37th St. Manhattan, New York / Canon 7D / by Signe Pierce","West 37th St. Manhattan, New York / Canon 7D / by Signe Pierce",,1,6,1,1,2,2,"2,3,5,6,8,9",3,2,,,,,2,,,,,,,1,1,,2,3,1,1,1,1,,"2,3,5,6,8,9",,2,,2,,,,,,,,1,"West 37th St. Manhattan, New York / Canon 7D / by Signe Pierce",2,2
6,57,https://www.facebook.com/converse/photos/ms.c.eJwzNDA0NTGwNDIwtTQzsTS1MNAzhImYGRgamaCKGBqaoouYg0UA~;kEOLQ~-~-.bps.a.10154092059234580.1073741848.23402039579/10154092059649580/?type=3,https://scontent-icn1-1.xx.fbcdn.net/v/t1.0-9/14064208_10154092059649580_5595793123775071880_n.jpg?_nc_cat=0&oh=e3ad70e25695d8a86c1cfd26778d14d0&oe=5B76E48C,2016-08-19,1:37:00,2018-05-26,photo,506,1022,44,53,0,"132nd St., Harlem, NY / Canon 5D Mark III / by Ryan Parilla","132nd St., Harlem, NY / Canon 5D Mark III / by Ryan Parilla",,1,6,1,1,2,2,"1,2,4,5,6,7,8,9",3,2,,,,,2,,,,,,,1,1,,5,3,1,1,1,1,,"1,2,4,5,6,7,8,9",,3,,2,,,,,,,,1,"132nd St., Harlem, NY / Canon 5D Mark III / by Ryan Parilla",2,2
6,58,https://www.facebook.com/converse/photos/a.338121134579.151554.23402039579/10154088374039580/?type=3&theater,https://scontent-icn1-1.xx.fbcdn.net/v/t1.0-9/13938620_10154088374039580_1652073253680380364_n.jpg?_nc_cat=0&oh=20adebd08faa2a8cf8aef58eebb508dc&oe=5B800458,2016-08-18,0:31:00,2018-05-26,photo,5200,,71,,0,"Norman Ave., Greenpoint, Brooklyn, NY / 35mm DSLR / by Jonathan Mehring Photography","Norman Ave., Greenpoint, Brooklyn, NY / 35mm DSLR / by Jonathan Mehring Photography",,1,6,1,1,2,2,"1,2,3,4,5,6,7,8,9",3,2,,,,,2,,,,,,,2,,,,,,,1,1,,"1,2,3,4,5,6,7,8,9",,3,,2,,,,,,,,1,"Norman Ave., Greenpoint, Brooklyn, NY / 35mm DSLR / by Jonathan Mehring Photography",2,2
6,59,https://www.facebook.com/converse/videos/10154085551414580/,https://www.facebook.com/converse/videos/10154085551414580/,2016-08-17,2:57:00,2018-05-26,video,1100,,69,,0,We asked YouTube’s most precocious sneaker reviewer to review the Chuck II Shield Canvas. Watch what happens when things get wet with Brad Hall. http://bit.ly/WetTest,We asked YouTube’s most precocious sneaker reviewer to review the Chuck II Shield Canvas. Watch what happens when things get wet with Brad Hall. ,,1,6,2,,,,,1,1,5,,"7,8,9",2,1,1,,7,2,2,,2,,,,,,,1,2,,"1,2,3,4,5,6,7,8,9",,3,,2,,,,,,,,1,We asked YouTube’s most precocious sneaker reviewer to review the Chuck II Shield Canvas. Watch what happens when things get wet with Brad Hall. ,2,1
6,60,https://www.facebook.com/converse/posts/10154074283059580,https://scontent-icn1-1.xx.fbcdn.net/v/t1.0-9/13925297_10154074279589580_6036315841944950669_n.png?_nc_cat=0&oh=9aa51b04cdd50d3f55d7eed25edb08a9&oe=5BC3D8A9,2016-08-15,6:14:00,2018-05-26,photo,47,66,,1,0,"“Things got wet, I stayed dry.” Keith Ape. Experience Counter Climate culture now. http://bit.ly/CounterClimate","“Things got wet, I stayed dry.” Keith Ape. Experience Counter Climate culture now. ",,1,6,1,1,2,2,"2,4,5,8",3,2,,,,,2,,,,,,,2,,,,,,,1,1,,"2,4,5,8",,2,,2,,,,,,,,1,"“Things got wet, I stayed dry.” Keith Ape. Experience Counter Climate culture now. ",2,1
6,61,https://www.facebook.com/converse/videos/10154071098129580/,https://www.facebook.com/converse/videos/10154071098129580/,2016-08-12,2:57:00,2018-05-26,video,489,,34,,0,"Presenting “Diamonds,” the new single by Keith Ape and interactive Counter Climate experience. counterclimate.converse.com","Presenting “Diamonds,” the new single by Keith Ape and interactive Counter Climate experience. counterclimate.",,1,6,1,1,1,2,"1,2,3,4,5,6,7,8",3,2,,,,,2,,,,,,,2,,,,,,,1,2,,"1,4,5,7,8",,3,,2,,,,,,,,1,"Presenting “Diamonds,” the new single by Keith Ape and interactive Counter Climate experience. counterclimate.",2,1
6,62,https://www.facebook.com/converse/photos/a.338121134579.151554.23402039579/10154062974559580/?type=3&theater,https://scontent-icn1-1.xx.fbcdn.net/v/t1.0-9/13895564_10154062974559580_6743000584164641118_n.jpg?_nc_cat=0&oh=149a23faeb61fcc6fe179daeacfeebf9&oe=5BC42869,2016-08-11,5:43:00,2018-05-26,photo,5300,,119,,0,"Higher aspirations, bolder design. The Thunderbolt Modern by Stefania Curto.","Higher aspirations, bolder design. The Thunderbolt Modern by Stefania Curto.",,1,6,1,1,2,2,"1,2,3,4,5,6",3,2,,,,,2,,,,,,,1,1,,"5,6",1,2,1,1,1,,"1,2,3,4,5,6",,3,,2,,,,,,,,1,"Higher aspirations, bolder design. The Thunderbolt Modern by Stefania Curto.",2,2
6,63,https://www.facebook.com/converse/photos/a.338121134579.151554.23402039579/10154062969804580/?type=3&theater,https://scontent-icn1-1.xx.fbcdn.net/v/t1.0-9/13920757_10154062969804580_896909772119520872_n.jpg?_nc_cat=0&oh=ab4e85e37e51b92eb57ff2f610d030ad&oe=5B826C5F,2016-08-10,8:41:00,2018-05-26,photo,2800,,42,,0,Jump the line with an iconic inspiration. The Thunderbolt Modern by Ava Nirui.,Jump the line with an iconic inspiration. The Thunderbolt Modern by Ava Nirui.,,1,6,1,1,2,2,"1,2,4,5,6,8,9",3,2,,,,,2,,,,,,,1,1,,"1,4,8,9",1,2,1,1,1,,"1,2,4,5,6,8,9",,2,,2,,,,,,,,1,Jump the line with an iconic inspiration. The Thunderbolt Modern by Ava Nirui.,2,2
6,64,https://www.facebook.com/converse/photos/a.338121134579.151554.23402039579/10154062968164580/?type=3&theater,https://scontent-icn1-1.xx.fbcdn.net/v/t1.0-9/13920867_10154062968164580_8320638549303703234_n.jpg?_nc_cat=0&oh=82515f09052dc2141f7819b4c8cfcee9&oe=5BBC7A14,2016-08-09,22:47:00,2018-05-26,photo,2400,,38,,0,Radiating comfort. The Thunderbolt Modern By Jess Hu.,Radiating comfort. The Thunderbolt Modern By Jess Hu.,,1,6,1,1,1,1,"1,2,4,5,6,7,8,9",2,2,,,,,2,,,,,,,1,1,,"8,9",1,2,1,1,1,,"1,2,4,5,6,7,8,9",,3,,2,,,,,,,,1,Radiating comfort. The Thunderbolt Modern By Jess Hu.,2,2
6,65,https://www.facebook.com/converse/photos/a.338121134579.151554.23402039579/10154062957364580/?type=3&theater,https://scontent-icn1-1.xx.fbcdn.net/v/t1.0-9/13935078_10154062957364580_5030971732311244409_n.jpg?_nc_cat=0&oh=4baf305b5e6a048a6de524f66dc1d176&oe=5BBD8C02,2016-08-09,6:07:00,2018-05-26,photo,2100,,30,,0,"Classic spirit, inspired by excellence. The Thunderbolt Modern photo by Fred Goris.","Classic spirit, inspired by excellence. The Thunderbolt Modern photo by Fred Goris.",,1,6,1,1,1,1,"1,2,4,5,8,9",3,2,,,,,1,,,,,,,1,1,,8,1,2,1,1,1,,"1,2,4,5,8,9",,4,,2,,,,,,,,1,"Classic spirit, inspired by excellence. The Thunderbolt Modern photo by Fred Goris.",2,2
6,66,https://www.facebook.com/converse/photos/a.338121134579.151554.23402039579/10154062955334580/?type=3&theater,https://scontent-icn1-1.xx.fbcdn.net/v/t1.0-9/13902559_10154062955334580_8429365936949958395_n.jpg?_nc_cat=0&oh=f9f5eeb6be505cd9e351e6cb2980d77a&oe=5B7624A3,2016-08-09,2:58:00,2018-05-26,photo,3100,,33,,0,"The Thunderbolt Modern by Danielle Snyder. Built on past triumphs, Fit for the future.","The Thunderbolt Modern by Danielle Snyder. Built on past triumphs, Fit for the future.",,1,6,1,1,1,1,"2,3,4,5,6,7,8,9",3,2,,,,,2,,,,,,,1,1,,"4,7,9",1,2,1,1,1,,"2,3,4,7,9",,4,,2,,,,,,,,1,"The Thunderbolt Modern by Danielle Snyder. Built on past triumphs, Fit for the future.",2,2
6,67,https://www.facebook.com/converse/photos/a.338121134579.151554.23402039579/10154055419309580/?type=3&theater,https://scontent-icn1-1.xx.fbcdn.net/v/t1.0-9/13876703_10154055419309580_5958730665751624087_n.jpg?_nc_cat=0&oh=8c9dec0e20300ec44963706bce96c112&oe=5B854180,2016-08-08,8:05:00,2018-05-26,photo,2100,,22,,0,"Creativity and comfort, designed to shine. The Thunderbolt Modern by Jess Hu. Check'em out at converse.com.","Creativity and comfort, designed to shine. The Thunderbolt Modern by Jess Hu. Check'em out at ",,1,6,1,1,2,2,"2,3,5,6,8,9",3,2,,,,,2,,,,,,,1,1,,"5,6",1,2,1,1,1,,"5,6,8,9",,3,,2,,,,,,,,1,"Creativity and comfort, designed to shine. The Thunderbolt Modern by Jess Hu. Check'em out at ",1,1
6,68,https://www.facebook.com/converse/photos/a.338121134579.151554.23402039579/10154055417819580/?type=3&theater,https://scontent-icn1-1.xx.fbcdn.net/v/t1.0-9/13895044_10154055417819580_695365999618827355_n.jpg?_nc_cat=0&oh=0e048696ed67e387af3f6b9f6e696c0a&oe=5BBCA24F,2016-08-08,4:03:00,2018-05-26,photo,1600,,14,,0,The Thunderbolt Modern by photog Sean Lee. Fast forward to a new legacy. Get yours at converse.com.,The Thunderbolt Modern by photog Sean Lee. Fast forward to a new legacy. Get yours at ,,1,6,1,1,1,1,"2,4,5,6,7,8,9",3,2,,,,,2,,,,,,,1,1,,"7,8",1,2,1,1,1,,"4,5,6,7,8,9",,3,,2,,,,,,,,1,The Thunderbolt Modern by photog Sean Lee. Fast forward to a new legacy. Get yours at ,1,1
